ID_BIO_FISH;date;Month;Year;Species;Port;LengthClass;Weight;Sex;MaturityStage;Age
270818;08/04/2002;4;2002;WHB;MATOSINHOS;20;42.93;M;2;2
270813;08/04/2002;4;2002;WHB;MATOSINHOS;20;43.97;F;2;1
270814;08/04/2002;4;2002;WHB;MATOSINHOS;20;43.69;F;2;1
270815;08/04/2002;4;2002;WHB;MATOSINHOS;20;40.21;M;2;1
270816;08/04/2002;4;2002;WHB;MATOSINHOS;20;38.28;M;2;1
270817;08/04/2002;4;2002;WHB;MATOSINHOS;20;40.96;F;2;1
270811;08/04/2002;4;2002;WHB;MATOSINHOS;20;39.13;F;2;1
270819;08/04/2002;4;2002;WHB;MATOSINHOS;20;41.2;F;2;1
270820;08/04/2002;4;2002;WHB;MATOSINHOS;20;49.72;F;2;1
270821;08/04/2002;4;2002;WHB;MATOSINHOS;20;41.03;F;2;1
270822;08/04/2002;4;2002;WHB;MATOSINHOS;21;48.63;F;2;1
270823;08/04/2002;4;2002;WHB;MATOSINHOS;21;52.49;F;2;1
270824;08/04/2002;4;2002;WHB;MATOSINHOS;21;41.82;F;2;1
270827;08/04/2002;4;2002;WHB;MATOSINHOS;21;46.37;F;2;2
270825;08/04/2002;4;2002;WHB;MATOSINHOS;21;43.2;M;2;2
270984;22/04/2002;4;2002;WHB;MATOSINHOS;18;35.69;F;1;1
270985;22/04/2002;4;2002;WHB;MATOSINHOS;18;32.06;F;1;1
270986;22/04/2002;4;2002;WHB;MATOSINHOS;18;35.14;F;2;1
270987;22/04/2002;4;2002;WHB;MATOSINHOS;18;39.18;M;2;1
270988;22/04/2002;4;2002;WHB;MATOSINHOS;18;38.97;F;2;1
270989;22/04/2002;4;2002;WHB;MATOSINHOS;18;36.98;M;1;1
270982;22/04/2002;4;2002;WHB;MATOSINHOS;19;38.82;M;2;1
271001;22/04/2002;4;2002;WHB;MATOSINHOS;19;41.43;F;2;1
271005;22/04/2002;4;2002;WHB;MATOSINHOS;19;42.58;F;2;1
271015;22/04/2002;4;2002;WHB;MATOSINHOS;19;42.05;F;2;1
271007;22/04/2002;4;2002;WHB;MATOSINHOS;19;40.91;M;2;1
271004;22/04/2002;4;2002;WHB;MATOSINHOS;19;44.44;M;2;1
271009;22/04/2002;4;2002;WHB;MATOSINHOS;19;40.52;F;2;1
271010;22/04/2002;4;2002;WHB;MATOSINHOS;19;40.31;F;2;1
271011;22/04/2002;4;2002;WHB;MATOSINHOS;19;38.78;F;2;1
270999;22/04/2002;4;2002;WHB;MATOSINHOS;19;41.25;F;2;1
271012;22/04/2002;4;2002;WHB;MATOSINHOS;20;44.71;F;2;1
270990;22/04/2002;4;2002;WHB;MATOSINHOS;20;48.86;M;2;1
271013;22/04/2002;4;2002;WHB;MATOSINHOS;20;46.36;F;2;1
271014;22/04/2002;4;2002;WHB;MATOSINHOS;20;42.86;M;2;1
270983;22/04/2002;4;2002;WHB;MATOSINHOS;20;41.63;F;2;2
270992;22/04/2002;4;2002;WHB;MATOSINHOS;20;49.06;F;2;2
270993;22/04/2002;4;2002;WHB;MATOSINHOS;20;43.56;M;2;2
270994;22/04/2002;4;2002;WHB;MATOSINHOS;20;51.92;F;2;1
270995;22/04/2002;4;2002;WHB;MATOSINHOS;20;46.64;F;2;1
270996;22/04/2002;4;2002;WHB;MATOSINHOS;20;44.34;F;2;1
270997;22/04/2002;4;2002;WHB;MATOSINHOS;21;46.58;F;2;2
270998;22/04/2002;4;2002;WHB;MATOSINHOS;21;52.9;F;2;2
271006;22/04/2002;4;2002;WHB;MATOSINHOS;21;52.94;F;2;2
271000;22/04/2002;4;2002;WHB;MATOSINHOS;21;52.99;F;2;2
270991;22/04/2002;4;2002;WHB;MATOSINHOS;21;47.28;M;2;2
271002;22/04/2002;4;2002;WHB;MATOSINHOS;21;51.98;F;2;2
271003;22/04/2002;4;2002;WHB;MATOSINHOS;21;52.99;F;2;2
271008;22/04/2002;4;2002;WHB;MATOSINHOS;21;54.21;F;2;2
258235;09/04/2002;4;2002;WHB;PENICHE;16;23.5;F;1;1
258234;09/04/2002;4;2002;WHB;PENICHE;17;27.9;;;1
257949;09/04/2002;4;2002;WHB;PENICHE;17;28.3;M;1;1
262199;09/04/2002;4;2002;WHB;PENICHE;17;29.4;;;1
258227;09/04/2002;4;2002;WHB;PENICHE;17;22.9;;;1
258228;09/04/2002;4;2002;WHB;PENICHE;17;28.3;M;1;1
258226;09/04/2002;4;2002;WHB;PENICHE;17;31.6;F;1;1
258225;09/04/2002;4;2002;WHB;PENICHE;17;25.2;;;1
257950;09/04/2002;4;2002;WHB;PENICHE;17;29.2;;;1
257951;09/04/2002;4;2002;WHB;PENICHE;17;29.7;F;1;1
257952;09/04/2002;4;2002;WHB;PENICHE;17;28.4;;;1
257953;09/04/2002;4;2002;WHB;PENICHE;18;29.7;F;1;1
258224;09/04/2002;4;2002;WHB;PENICHE;18;29.9;M;1;1
262231;09/04/2002;4;2002;WHB;PENICHE;18;30.2;;;1
262200;09/04/2002;4;2002;WHB;PENICHE;18;30.7;;;1
257954;09/04/2002;4;2002;WHB;PENICHE;18;36;F;1;1
257955;09/04/2002;4;2002;WHB;PENICHE;18;30.7;;;1
257956;09/04/2002;4;2002;WHB;PENICHE;18;27.6;F;1;1
258233;09/04/2002;4;2002;WHB;PENICHE;18;29.8;M;1;1
258232;09/04/2002;4;2002;WHB;PENICHE;18;32.8;M;1;1
257957;09/04/2002;4;2002;WHB;PENICHE;18;32.2;;;1
262201;09/04/2002;4;2002;WHB;PENICHE;19;36.7;;;1
257958;09/04/2002;4;2002;WHB;PENICHE;19;36.9;M;1;1
257959;09/04/2002;4;2002;WHB;PENICHE;19;37.8;F;1;1
257960;09/04/2002;4;2002;WHB;PENICHE;19;41.6;M;2;1
257961;09/04/2002;4;2002;WHB;PENICHE;19;31.1;M;1;1
257962;09/04/2002;4;2002;WHB;PENICHE;19;33.2;;;1
262202;09/04/2002;4;2002;WHB;PENICHE;19;37.5;F;1;1
258231;09/04/2002;4;2002;WHB;PENICHE;19;34.2;;;1
258230;09/04/2002;4;2002;WHB;PENICHE;19;37.3;M;1;1
257963;09/04/2002;4;2002;WHB;PENICHE;19;33.8;;;1
257964;09/04/2002;4;2002;WHB;PENICHE;20;42.5;M;2;2
257965;09/04/2002;4;2002;WHB;PENICHE;20;42.7;F;2;2
257966;09/04/2002;4;2002;WHB;PENICHE;20;41.4;F;2;2
257967;09/04/2002;4;2002;WHB;PENICHE;20;48.1;M;1;2
258229;09/04/2002;4;2002;WHB;PENICHE;20;45.4;M;2;2
262232;09/04/2002;4;2002;WHB;PENICHE;20;36.1;M;1;2
257968;09/04/2002;4;2002;WHB;PENICHE;20;39.2;;;2
262203;09/04/2002;4;2002;WHB;PENICHE;20;44.4;F;2;1
257969;09/04/2002;4;2002;WHB;PENICHE;20;40.7;M;2;2
257970;09/04/2002;4;2002;WHB;PENICHE;20;42;M;2;2
257971;09/04/2002;4;2002;WHB;PENICHE;21;40.9;M;;2
257972;09/04/2002;4;2002;WHB;PENICHE;21;41.3;M;;2
257973;09/04/2002;4;2002;WHB;PENICHE;21;56.6;F;2;2
257974;09/04/2002;4;2002;WHB;PENICHE;21;47.6;F;2;2
271116;06/05/2002;5;2002;WHB;MATOSINHOS;18;38.36;M;2;1
271107;06/05/2002;5;2002;WHB;MATOSINHOS;18;42.88;M;2;1
271093;06/05/2002;5;2002;WHB;MATOSINHOS;18;30.6;M;1;1
271088;06/05/2002;5;2002;WHB;MATOSINHOS;18;38.99;M;2;1
271089;06/05/2002;5;2002;WHB;MATOSINHOS;19;38.72;M;2;1
271090;06/05/2002;5;2002;WHB;MATOSINHOS;19;35.55;F;2;1
271091;06/05/2002;5;2002;WHB;MATOSINHOS;19;40.88;M;2;1
271092;06/05/2002;5;2002;WHB;MATOSINHOS;19;41.73;F;2;1
271102;06/05/2002;5;2002;WHB;MATOSINHOS;19;41.54;M;2;1
271095;06/05/2002;5;2002;WHB;MATOSINHOS;19;38.96;M;2;1
271094;06/05/2002;5;2002;WHB;MATOSINHOS;19;41.31;M;2;1
271105;06/05/2002;5;2002;WHB;MATOSINHOS;19;40.56;F;2;1
271087;06/05/2002;5;2002;WHB;MATOSINHOS;19;39.6;F;2;1
271096;06/05/2002;5;2002;WHB;MATOSINHOS;19;36.74;M;2;1
271097;06/05/2002;5;2002;WHB;MATOSINHOS;20;44.41;F;2;1
271098;06/05/2002;5;2002;WHB;MATOSINHOS;20;48.69;F;2;1
271099;06/05/2002;5;2002;WHB;MATOSINHOS;20;43.57;F;2;1
271101;06/05/2002;5;2002;WHB;MATOSINHOS;20;51.62;F;2;1
271106;06/05/2002;5;2002;WHB;MATOSINHOS;20;42.89;F;2;1
271104;06/05/2002;5;2002;WHB;MATOSINHOS;20;36.61;F;2;1
271100;06/05/2002;5;2002;WHB;MATOSINHOS;20;47.36;F;2;1
271108;06/05/2002;5;2002;WHB;MATOSINHOS;20;45.2;F;2;1
271086;06/05/2002;5;2002;WHB;MATOSINHOS;20;46.58;F;2;1
271109;06/05/2002;5;2002;WHB;MATOSINHOS;20;44.06;F;2;1
271103;06/05/2002;5;2002;WHB;MATOSINHOS;21;51.04;F;2;1
271110;06/05/2002;5;2002;WHB;MATOSINHOS;21;48.38;F;2;2
271111;06/05/2002;5;2002;WHB;MATOSINHOS;21;49.28;M;2;2
271112;06/05/2002;5;2002;WHB;MATOSINHOS;21;48.63;F;2;1
271113;06/05/2002;5;2002;WHB;MATOSINHOS;21;53.2;F;2;2
271114;06/05/2002;5;2002;WHB;MATOSINHOS;21;50.23;M;2;2
271115;06/05/2002;5;2002;WHB;MATOSINHOS;24;66.28;F;2;3
271427;27/05/2002;5;2002;WHB;MATOSINHOS;19;43.2;M;2;2
271428;27/05/2002;5;2002;WHB;MATOSINHOS;19;46.7;M;2;2
271429;27/05/2002;5;2002;WHB;MATOSINHOS;19;44.42;M;2;2
271430;27/05/2002;5;2002;WHB;MATOSINHOS;19;42.69;M;2;2
271431;27/05/2002;5;2002;WHB;MATOSINHOS;19;45.57;M;2;2
271432;27/05/2002;5;2002;WHB;MATOSINHOS;19;46.49;F;2;1
271433;27/05/2002;5;2002;WHB;MATOSINHOS;19;42.15;M;2;1
271443;27/05/2002;5;2002;WHB;MATOSINHOS;19;43.58;F;2;2
271435;27/05/2002;5;2002;WHB;MATOSINHOS;19;42.7;F;2;1
271426;27/05/2002;5;2002;WHB;MATOSINHOS;19;44.68;M;2;2
271437;27/05/2002;5;2002;WHB;MATOSINHOS;20;53.23;F;2;1
271438;27/05/2002;5;2002;WHB;MATOSINHOS;20;45.47;F;2;2
271439;27/05/2002;5;2002;WHB;MATOSINHOS;20;46.82;M;2;2
271421;27/05/2002;5;2002;WHB;MATOSINHOS;20;47.74;F;2;2
271440;27/05/2002;5;2002;WHB;MATOSINHOS;20;51.79;F;2;1
271434;27/05/2002;5;2002;WHB;MATOSINHOS;20;51.11;F;2;1
271441;27/05/2002;5;2002;WHB;MATOSINHOS;20;45.25;F;2;1
271442;27/05/2002;5;2002;WHB;MATOSINHOS;20;50.3;M;2;2
271436;27/05/2002;5;2002;WHB;MATOSINHOS;20;45.92;F;2;2
271420;27/05/2002;5;2002;WHB;MATOSINHOS;20;46.45;F;2;1
271409;27/05/2002;5;2002;WHB;MATOSINHOS;21;55.3;F;2;2
271410;27/05/2002;5;2002;WHB;MATOSINHOS;21;57.64;F;2;2
271411;27/05/2002;5;2002;WHB;MATOSINHOS;21;54.84;M;2;1
271412;27/05/2002;5;2002;WHB;MATOSINHOS;21;53;F;5;2
271413;27/05/2002;5;2002;WHB;MATOSINHOS;21;55.63;F;5;2
271414;27/05/2002;5;2002;WHB;MATOSINHOS;21;51.22;F;5;2
271415;27/05/2002;5;2002;WHB;MATOSINHOS;21;60.28;M;5;1
271416;27/05/2002;5;2002;WHB;MATOSINHOS;21;59.62;M;2;2
271417;27/05/2002;5;2002;WHB;MATOSINHOS;21;54.78;F;2;2
271425;27/05/2002;5;2002;WHB;MATOSINHOS;21;54.92;F;5;1
271419;27/05/2002;5;2002;WHB;MATOSINHOS;22;63.47;F;5;2
271408;27/05/2002;5;2002;WHB;MATOSINHOS;22;59.48;F;5;3
271418;27/05/2002;5;2002;WHB;MATOSINHOS;22;60.47;M;2;2
271422;27/05/2002;5;2002;WHB;MATOSINHOS;22;62.13;F;5;3
271423;27/05/2002;5;2002;WHB;MATOSINHOS;22;55.86;F;5;2
271424;27/05/2002;5;2002;WHB;MATOSINHOS;24;78.49;F;2;2
259636;06/05/2002;5;2002;WHB;PENICHE;17;28.5;F;1;1
260162;06/05/2002;5;2002;WHB;PENICHE;17;29.2;F;1;
259637;06/05/2002;5;2002;WHB;PENICHE;17;30.2;M;1;1
259638;06/05/2002;5;2002;WHB;PENICHE;18;39.8;F;1;1
259639;06/05/2002;5;2002;WHB;PENICHE;18;35.9;F;1;1
259640;06/05/2002;5;2002;WHB;PENICHE;18;33;M;1;1
260163;06/05/2002;5;2002;WHB;PENICHE;18;42.5;M;2;1
260164;06/05/2002;5;2002;WHB;PENICHE;18;38.6;F;1;1
260151;06/05/2002;5;2002;WHB;PENICHE;18;38.7;F;2;1
260152;06/05/2002;5;2002;WHB;PENICHE;18;33;M;2;1
259641;06/05/2002;5;2002;WHB;PENICHE;18;36;M;1;1
259642;06/05/2002;5;2002;WHB;PENICHE;18;35.7;F;1;1
259643;06/05/2002;5;2002;WHB;PENICHE;18;37.5;M;1;1
260153;06/05/2002;5;2002;WHB;PENICHE;19;40.2;I;;1
262400;06/05/2002;5;2002;WHB;PENICHE;19;41.2;M;1;1
259644;06/05/2002;5;2002;WHB;PENICHE;19;43.7;F;1;1
260154;06/05/2002;5;2002;WHB;PENICHE;19;46;I;;1
262466;06/05/2002;5;2002;WHB;PENICHE;19;36.3;F;1;2
260168;06/05/2002;5;2002;WHB;PENICHE;19;43.6;M;2;2
259645;06/05/2002;5;2002;WHB;PENICHE;19;39;F;1;1
262464;06/05/2002;5;2002;WHB;PENICHE;19;46.9;F;1;1
259646;06/05/2002;5;2002;WHB;PENICHE;19;35.6;I;;2
259647;06/05/2002;5;2002;WHB;PENICHE;19;42.1;M;2;1
260155;06/05/2002;5;2002;WHB;PENICHE;20;49;F;2;2
260165;06/05/2002;5;2002;WHB;PENICHE;20;48.2;I;;2
260166;06/05/2002;5;2002;WHB;PENICHE;20;43.2;M;2;1
259648;06/05/2002;5;2002;WHB;PENICHE;20;43.9;M;2;2
260156;06/05/2002;5;2002;WHB;PENICHE;20;46;F;2;1
259649;06/05/2002;5;2002;WHB;PENICHE;20;54.5;M;2;2
262401;06/05/2002;5;2002;WHB;PENICHE;20;42.6;M;2;2
260157;06/05/2002;5;2002;WHB;PENICHE;20;37.2;I;;2
259650;06/05/2002;5;2002;WHB;PENICHE;20;47.7;M;2;2
260167;06/05/2002;5;2002;WHB;PENICHE;20;46;F;1;2
259651;06/05/2002;5;2002;WHB;PENICHE;21;52.3;M;1;
260158;06/05/2002;5;2002;WHB;PENICHE;21;47.6;F;1;2
259652;06/05/2002;5;2002;WHB;PENICHE;21;49.2;M;2;2
259653;06/05/2002;5;2002;WHB;PENICHE;21;49.2;M;1;
259654;06/05/2002;5;2002;WHB;PENICHE;21;50.3;F;1;3
260159;06/05/2002;5;2002;WHB;PENICHE;21;52.5;I;;2
259655;06/05/2002;5;2002;WHB;PENICHE;21;53.7;M;2;2
260160;06/05/2002;5;2002;WHB;PENICHE;22;66.2;M;2;4
260161;06/05/2002;5;2002;WHB;PENICHE;22;60.3;I;;
262465;06/05/2002;5;2002;WHB;PENICHE;23;44.6;M;1;3
271510;05/06/2002;6;2002;WHB;MATOSINHOS;19;46.74;M;2;2
271538;05/06/2002;6;2002;WHB;MATOSINHOS;19;45.52;M;2;2
271530;05/06/2002;6;2002;WHB;MATOSINHOS;19;45.37;M;2;2
271531;05/06/2002;6;2002;WHB;MATOSINHOS;19;46.1;M;2;2
271532;05/06/2002;6;2002;WHB;MATOSINHOS;19;47.98;F;2;2
271512;05/06/2002;6;2002;WHB;MATOSINHOS;19;43.46;M;2;2
271533;05/06/2002;6;2002;WHB;MATOSINHOS;19;42.72;F;2;2
271509;05/06/2002;6;2002;WHB;MATOSINHOS;19;45.28;M;2;2
271534;05/06/2002;6;2002;WHB;MATOSINHOS;19;45.66;F;2;2
271535;05/06/2002;6;2002;WHB;MATOSINHOS;19;47.07;F;2;2
271547;05/06/2002;6;2002;WHB;MATOSINHOS;20;45.94;M;2;2
271537;05/06/2002;6;2002;WHB;MATOSINHOS;20;52.58;M;2;2
271529;05/06/2002;6;2002;WHB;MATOSINHOS;20;46.53;M;2;2
271539;05/06/2002;6;2002;WHB;MATOSINHOS;20;56.14;M;2;2
271540;05/06/2002;6;2002;WHB;MATOSINHOS;20;46.19;M;2;2
271541;05/06/2002;6;2002;WHB;MATOSINHOS;20;46.72;M;2;2
271542;05/06/2002;6;2002;WHB;MATOSINHOS;20;49.11;M;2;3
271543;05/06/2002;6;2002;WHB;MATOSINHOS;20;50.3;M;2;2
271544;05/06/2002;6;2002;WHB;MATOSINHOS;20;48.3;M;2;3
271545;05/06/2002;6;2002;WHB;MATOSINHOS;20;47.72;M;2;3
271546;05/06/2002;6;2002;WHB;MATOSINHOS;21;53.69;F;2;2
271520;05/06/2002;6;2002;WHB;MATOSINHOS;21;59.38;F;2;3
271518;05/06/2002;6;2002;WHB;MATOSINHOS;21;53.86;F;2;2
271536;05/06/2002;6;2002;WHB;MATOSINHOS;21;50.94;F;2;2
271513;05/06/2002;6;2002;WHB;MATOSINHOS;21;56.61;M;2;3
271514;05/06/2002;6;2002;WHB;MATOSINHOS;21;51.03;F;2;3
271515;05/06/2002;6;2002;WHB;MATOSINHOS;21;54.23;F;2;2
271516;05/06/2002;6;2002;WHB;MATOSINHOS;21;50.06;F;2;3
271517;05/06/2002;6;2002;WHB;MATOSINHOS;21;54.78;M;5;2
271528;05/06/2002;6;2002;WHB;MATOSINHOS;21;53.27;F;2;3
271519;05/06/2002;6;2002;WHB;MATOSINHOS;22;62.24;F;2;3
271511;05/06/2002;6;2002;WHB;MATOSINHOS;22;62.79;F;2;2
271521;05/06/2002;6;2002;WHB;MATOSINHOS;22;66.72;F;2;2
271522;05/06/2002;6;2002;WHB;MATOSINHOS;22;60.26;F;2;3
271523;05/06/2002;6;2002;WHB;MATOSINHOS;22;62.08;F;2;3
271524;05/06/2002;6;2002;WHB;MATOSINHOS;22;65.24;F;5;3
271525;05/06/2002;6;2002;WHB;MATOSINHOS;22;66.25;F;2;3
271526;05/06/2002;6;2002;WHB;MATOSINHOS;24;73.63;F;2;3
271527;05/06/2002;6;2002;WHB;MATOSINHOS;25;86.77;F;2;3
271623;25/06/2002;6;2002;WHB;MATOSINHOS;19;42.04;M;1;2
271614;25/06/2002;6;2002;WHB;MATOSINHOS;19;45.3;M;2;2
271622;25/06/2002;6;2002;WHB;MATOSINHOS;19;46.11;M;2;2
271626;25/06/2002;6;2002;WHB;MATOSINHOS;19;46.2;F;1;2
271621;25/06/2002;6;2002;WHB;MATOSINHOS;19;43.18;M;1;2
271620;25/06/2002;6;2002;WHB;MATOSINHOS;19;45.92;F;1;2
271619;25/06/2002;6;2002;WHB;MATOSINHOS;19;47.19;M;2;2
271618;25/06/2002;6;2002;WHB;MATOSINHOS;19;45.65;M;2;2
271617;25/06/2002;6;2002;WHB;MATOSINHOS;19;48.01;M;2;2
271616;25/06/2002;6;2002;WHB;MATOSINHOS;19;45.6;F;2;2
271615;25/06/2002;6;2002;WHB;MATOSINHOS;20;46.64;F;2;2
271624;25/06/2002;6;2002;WHB;MATOSINHOS;20;47.73;F;2;2
271627;25/06/2002;6;2002;WHB;MATOSINHOS;20;45.88;F;2;2
271628;25/06/2002;6;2002;WHB;MATOSINHOS;20;48.86;M;2;2
271629;25/06/2002;6;2002;WHB;MATOSINHOS;20;53;M;2;2
271630;25/06/2002;6;2002;WHB;MATOSINHOS;20;46.16;F;2;2
271631;25/06/2002;6;2002;WHB;MATOSINHOS;20;57;F;2;2
271632;25/06/2002;6;2002;WHB;MATOSINHOS;20;50.65;M;2;2
271640;25/06/2002;6;2002;WHB;MATOSINHOS;20;49.11;M;2;2
271633;25/06/2002;6;2002;WHB;MATOSINHOS;21;51.9;M;2;2
271625;25/06/2002;6;2002;WHB;MATOSINHOS;21;53.7;F;2;2
271634;25/06/2002;6;2002;WHB;MATOSINHOS;21;52.41;F;2;2
271635;25/06/2002;6;2002;WHB;MATOSINHOS;21;58.41;F;2;3
271636;25/06/2002;6;2002;WHB;MATOSINHOS;21;53.95;F;2;3
271637;25/06/2002;6;2002;WHB;MATOSINHOS;21;52.82;F;2;3
271638;25/06/2002;6;2002;WHB;MATOSINHOS;21;55.7;F;2;2
271639;25/06/2002;6;2002;WHB;MATOSINHOS;21;56.33;F;2;3
262052;03/06/2002;6;2002;WHB;PENICHE;19;51.2;M;2;1
262015;03/06/2002;6;2002;WHB;PENICHE;19;47.9;M;2;1
262016;03/06/2002;6;2002;WHB;PENICHE;19;46.1;I;;1
262017;03/06/2002;6;2002;WHB;PENICHE;19;42.5;I;;1
262660;03/06/2002;6;2002;WHB;PENICHE;19;52.5;M;2;1
262018;03/06/2002;6;2002;WHB;PENICHE;19;52.3;M;2;1
262019;03/06/2002;6;2002;WHB;PENICHE;19;43.8;M;2;1
262020;03/06/2002;6;2002;WHB;PENICHE;19;46.7;I;;1
262021;03/06/2002;6;2002;WHB;PENICHE;19;40.9;M;2;1
262022;03/06/2002;6;2002;WHB;PENICHE;19;42.7;M;2;1
262038;03/06/2002;6;2002;WHB;PENICHE;20;60.9;M;2;1
262039;03/06/2002;6;2002;WHB;PENICHE;20;60.8;F;5;1
262023;03/06/2002;6;2002;WHB;PENICHE;20;54.6;F;2;2
262051;03/06/2002;6;2002;WHB;PENICHE;20;53.9;F;5;1
262661;03/06/2002;6;2002;WHB;PENICHE;20;49.3;M;2;
262050;03/06/2002;6;2002;WHB;PENICHE;20;50.9;M;2;1
262024;03/06/2002;6;2002;WHB;PENICHE;20;54;I;;2
262047;03/06/2002;6;2002;WHB;PENICHE;20;48.3;M;2;2
262040;03/06/2002;6;2002;WHB;PENICHE;20;49.4;I;;2
262041;03/06/2002;6;2002;WHB;PENICHE;20;47.4;M;2;2
262025;03/06/2002;6;2002;WHB;PENICHE;21;65.7;F;5;2
262026;03/06/2002;6;2002;WHB;PENICHE;21;61.5;M;2;2
262027;03/06/2002;6;2002;WHB;PENICHE;21;60.5;M;2;2
262028;03/06/2002;6;2002;WHB;PENICHE;21;55.1;M;5;
262662;03/06/2002;6;2002;WHB;PENICHE;21;64.3;M;2;2
262042;03/06/2002;6;2002;WHB;PENICHE;21;61;I;;2
262043;03/06/2002;6;2002;WHB;PENICHE;21;59.7;I;;2
262029;03/06/2002;6;2002;WHB;PENICHE;21;66.6;F;5;2
262030;03/06/2002;6;2002;WHB;PENICHE;21;61.6;M;2;2
262031;03/06/2002;6;2002;WHB;PENICHE;21;59.1;F;5;1
262032;03/06/2002;6;2002;WHB;PENICHE;22;57.3;I;;2
262044;03/06/2002;6;2002;WHB;PENICHE;22;71.5;F;5;2
262045;03/06/2002;6;2002;WHB;PENICHE;22;63.2;F;5;2
262053;03/06/2002;6;2002;WHB;PENICHE;22;66;F;5;2
262049;03/06/2002;6;2002;WHB;PENICHE;22;73.4;F;5;2
262048;03/06/2002;6;2002;WHB;PENICHE;22;73.3;F;5;2
262033;03/06/2002;6;2002;WHB;PENICHE;22;63.2;I;;
262034;03/06/2002;6;2002;WHB;PENICHE;22;65.9;M;2;
262663;03/06/2002;6;2002;WHB;PENICHE;22;76.7;I;;2
262046;03/06/2002;6;2002;WHB;PENICHE;22;78.5;F;2;3
262035;03/06/2002;6;2002;WHB;PENICHE;23;81;M;2;2
262036;03/06/2002;6;2002;WHB;PENICHE;24;65.9;F;5;3
262037;03/06/2002;6;2002;WHB;PENICHE;24;86.4;M;2;3
271799;02/07/2002;7;2002;WHB;MATOSINHOS;19;51.9;M;1;2
271785;02/07/2002;7;2002;WHB;MATOSINHOS;19;48.75;F;1;2
271784;02/07/2002;7;2002;WHB;MATOSINHOS;19;47.63;M;1;2
271768;02/07/2002;7;2002;WHB;MATOSINHOS;19;48.04;M;1;2
271782;02/07/2002;7;2002;WHB;MATOSINHOS;19;51.01;F;1;2
271786;02/07/2002;7;2002;WHB;MATOSINHOS;19;47.89;M;1;2
271780;02/07/2002;7;2002;WHB;MATOSINHOS;19;53.52;M;1;2
271779;02/07/2002;7;2002;WHB;MATOSINHOS;19;51.47;M;1;2
271778;02/07/2002;7;2002;WHB;MATOSINHOS;19;47.95;F;2;2
271777;02/07/2002;7;2002;WHB;MATOSINHOS;20;55.42;M;2;2
271776;02/07/2002;7;2002;WHB;MATOSINHOS;20;52.95;M;2;3
271769;02/07/2002;7;2002;WHB;MATOSINHOS;20;49.93;M;2;3
271775;02/07/2002;7;2002;WHB;MATOSINHOS;20;57.11;M;2;2
271774;02/07/2002;7;2002;WHB;MATOSINHOS;20;50.5;M;2;2
271772;02/07/2002;7;2002;WHB;MATOSINHOS;20;52.19;M;2;2
271771;02/07/2002;7;2002;WHB;MATOSINHOS;20;52.74;M;2;3
271770;02/07/2002;7;2002;WHB;MATOSINHOS;20;51.88;M;2;2
271773;02/07/2002;7;2002;WHB;MATOSINHOS;20;56.78;M;2;2
271781;02/07/2002;7;2002;WHB;MATOSINHOS;20;53.71;M;2;3
271795;02/07/2002;7;2002;WHB;MATOSINHOS;21;58.06;F;2;3
271803;02/07/2002;7;2002;WHB;MATOSINHOS;21;56.38;F;2;2
271802;02/07/2002;7;2002;WHB;MATOSINHOS;21;54.66;F;2;2
271801;02/07/2002;7;2002;WHB;MATOSINHOS;21;68.03;M;2;2
271800;02/07/2002;7;2002;WHB;MATOSINHOS;21;54.81;F;2;3
271793;02/07/2002;7;2002;WHB;MATOSINHOS;21;62.6;M;5;2
271783;02/07/2002;7;2002;WHB;MATOSINHOS;21;61.85;M;2;2
271798;02/07/2002;7;2002;WHB;MATOSINHOS;21;63.85;F;5;2
271797;02/07/2002;7;2002;WHB;MATOSINHOS;21;54.89;M;2;2
271796;02/07/2002;7;2002;WHB;MATOSINHOS;21;55.47;F;2;3
271787;02/07/2002;7;2002;WHB;MATOSINHOS;22;67.41;F;2;3
271794;02/07/2002;7;2002;WHB;MATOSINHOS;22;70.25;M;2;3
271804;02/07/2002;7;2002;WHB;MATOSINHOS;22;68.36;F;5;3
271792;02/07/2002;7;2002;WHB;MATOSINHOS;22;66.55;M;2;3
271791;02/07/2002;7;2002;WHB;MATOSINHOS;22;65.79;M;2;2
271790;02/07/2002;7;2002;WHB;MATOSINHOS;22;65.47;F;2;3
271789;02/07/2002;7;2002;WHB;MATOSINHOS;22;69.87;M;2;3
271788;02/07/2002;7;2002;WHB;MATOSINHOS;22;64.31;M;2;3
261286;02/07/2002;7;2002;WHB;PENICHE;19;50.4;I;;1
261287;02/07/2002;7;2002;WHB;PENICHE;19;52.1;M;;1
262535;02/07/2002;7;2002;WHB;PENICHE;19;43.3;M;2;1
261288;02/07/2002;7;2002;WHB;PENICHE;19;49.9;M;2;1
261289;02/07/2002;7;2002;WHB;PENICHE;19;44.9;I;;1
261290;02/07/2002;7;2002;WHB;PENICHE;19;47.9;M;2;1
261291;02/07/2002;7;2002;WHB;PENICHE;19;43.2;F;1;1
261292;02/07/2002;7;2002;WHB;PENICHE;19;46.6;I;;1
261293;02/07/2002;7;2002;WHB;PENICHE;19;49.1;M;;1
261294;02/07/2002;7;2002;WHB;PENICHE;19;56.5;M;;
261295;02/07/2002;7;2002;WHB;PENICHE;20;59;F;5;1
261296;02/07/2002;7;2002;WHB;PENICHE;20;46.2;M;2;1
