"Record_type";"Sampling_type";"Landing_country";"Vessel_flag_country";"Year";"Project";"Trip_number";"Station_number";"Species";"Catch_category";"Landing_category";"Comm_size_cat_scale";"Comm_size_cat";"Subsampling_category";"Sex";"Weight";"Subsample_weight";"Length_code"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"111";"126461";"LAN";"HUC";;NULL;;;"3365";"3365";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"111";"126758";"BMS";"HUC";;NULL;;;"2020";"2020";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"111";"127138";"LAN";"HUC";;NULL;;;"34000";"10590";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"111";"127214";"BMS";"HUC";;NULL;;;"7545";"7545";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"105865";"BMS";"HUC";;NULL;;;"1865";"1865";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126436";"LAN";"HUC";;NULL;;;"653500";"653500";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126437";"LAN";"HUC";;NULL;;;"276000";"78080";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126440";"LAN";"HUC";;NULL;;;"26025";"26025";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126441";"LAN";"HUC";;NULL;;;"4561000";"577900";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126447";"BMS";"HUC";;NULL;;;"2090";"2090";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126461";"LAN";"HUC";;NULL;;;"8520";"8520";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126758";"BMS";"HUC";;NULL;;;"13615";"13615";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"126759";"BMS";"HUC";;NULL;;;"2485";"2485";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"127138";"LAN";"HUC";;NULL;;;"100000";"37420";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"113";"127146";"BMS";"HUC";;NULL;;;"1410";"1410";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"105865";"BMS";"HUC";;NULL;;;"940";"940";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"126436";"LAN";"HUC";;NULL;;;"439065";"439065";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"126437";"LAN";"HUC";;NULL;;;"193000";"77265";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"126440";"LAN";"HUC";;NULL;;;"7515";"7515";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"126441";"LAN";"HUC";;NULL;;;"8593000";"1087140";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"126758";"BMS";"HUC";;NULL;;;"4465";"4465";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"115";"127138";"LAN";"HUC";;NULL;;;"107000";"26330";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126436";"LAN";"HUC";;NULL;;;"306915";"306915";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126437";"LAN";"HUC";;NULL;;;"249000";"68900";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126441";"LAN";"HUC";;NULL;;;"2520000";"328435";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126447";"BMS";"HUC";;NULL;;;"1610";"1610";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126461";"LAN";"HUC";;NULL;;;"9765";"9765";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"126758";"BMS";"HUC";;NULL;;;"2275";"2275";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"127138";"LAN";"HUC";;NULL;;;"69000";"38420";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"116";"127214";"BMS";"HUC";;NULL;;;"15980";"15980";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"105865";"BMS";"HUC";;NULL;;;"850";"850";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"126436";"LAN";"HUC";;NULL;;;"281000";"222070";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"126437";"LAN";"HUC";;NULL;;;"194000";"176145";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"126440";"LAN";"HUC";;NULL;;;"3790";"3790";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"126441";"LAN";"HUC";;NULL;;;"8266000";"1089515";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"126758";"BMS";"HUC";;NULL;;;"7000";"5465";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"127138";"LAN";"HUC";;NULL;;;"19660";"19660";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"119";"127214";"BMS";"HUC";;NULL;;;"11800";"11800";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"105865";"BMS";"HUC";;NULL;;;"725";"725";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126436";"LAN";"HUC";;NULL;;;"330000";"270405";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126437";"LAN";"HUC";;NULL;;;"83000";"41200";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126440";"LAN";"HUC";;NULL;;;"9310";"9310";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126441";"LAN";"HUC";;NULL;;;"3882000";"564205";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126461";"LAN";"HUC";;NULL;;;"5165";"5165";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"126758";"BMS";"HUC";;NULL;;;"10290";"10290";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"121";"127138";"LAN";"HUC";;NULL;;;"29140";"29140";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"105865";"BMS";"HUC";;NULL;;;"855";"855";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126436";"LAN";"HUC";;NULL;;;"5340000";"1380380";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126437";"LAN";"HUC";;NULL;;;"221000";"74225";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126441";"LAN";"HUC";;NULL;;;"1588000";"207090";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126447";"BMS";"HUC";;NULL;;;"16625";"16625";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126461";"LAN";"HUC";;NULL;;;"44090";"44090";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"126555";"LAN";"HUC";;NULL;;;"1760";"1760";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127138";"LAN";"HUC";;NULL;;;"14000";"7625";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127140";"BMS";"HUC";;NULL;;;"505";"505";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127143";"BMS";"HUC";;NULL;;;"1575";"1575";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127146";"BMS";"HUC";;NULL;;;"13000";"5565";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127149";"LAN";"HUC";;NULL;;;"5145";"5145";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127214";"BMS";"HUC";;NULL;;;"18000";"9695";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"124";"127254";"LAN";"HUC";;NULL;;;"123000";"16105";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"105865";"BMS";"HUC";;NULL;;;"3815";"3815";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126436";"LAN";"HUC";;NULL;;;"4725000";"2440000";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126437";"LAN";"HUC";;NULL;;;"166000";"45760";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126441";"LAN";"HUC";;NULL;;;"932000";"230460";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126447";"BMS";"HUC";;NULL;;;"14250";"14250";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126461";"LAN";"HUC";;NULL;;;"45000";"22800";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"126758";"BMS";"HUC";;NULL;;;"7115";"7115";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127138";"LAN";"HUC";;NULL;;;"46000";"5775";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127140";"BMS";"HUC";;NULL;;;"935";"935";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127143";"BMS";"HUC";;NULL;;;"10565";"10565";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127146";"BMS";"HUC";;NULL;;;"5000";"3545";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127214";"BMS";"HUC";;NULL;;;"4350";"4350";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"125";"127254";"LAN";"HUC";;NULL;;;"123000";"40465";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"127";"126436";"LAN";"HUC";;NULL;;;"16757000";"4366760";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"127";"126437";"LAN";"HUC";;NULL;;;"158000";"122245";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"127";"126441";"LAN";"HUC";;NULL;;;"303000";"219025";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"127";"126461";"LAN";"HUC";;NULL;;;"72000";"13875";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"128";"126436";"LAN";"HUC";;NULL;;;"16265000";"5002750";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"128";"126437";"LAN";"HUC";;NULL;;;"68000";"46900";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"128";"126441";"LAN";"HUC";;NULL;;;"759000";"86965";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"128";"126461";"LAN";"HUC";;NULL;;;"14000";"6185";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"129";"126436";"LAN";"HUC";;NULL;;;"25338000";"2768590";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"129";"126437";"LAN";"HUC";;NULL;;;"43615";"43615";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"129";"126441";"LAN";"HUC";;NULL;;;"202000";"181310";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"129";"127138";"LAN";"HUC";;NULL;;;"1300";"1300";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"129";"127214";"BMS";"HUC";;NULL;;;"1770";"1770";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"130";"126436";"LAN";"HUC";;NULL;;;"40669000";"2609035";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"131";"126436";"LAN";"HUC";;NULL;;;"16780000";"3369085";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"132";"126436";"LAN";"HUC";;NULL;;;"11092000";"599975";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"132";"126437";"LAN";"HUC";;NULL;;;"2210000";"204980";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"132";"126441";"LAN";"HUC";;NULL;;;"200000";"171575";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"132";"126461";"LAN";"HUC";;NULL;;;"7620";"7620";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"136";"126436";"LAN";"HUC";;NULL;;;"9169000";"2357410";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"136";"126437";"LAN";"HUC";;NULL;;;"151575";"151575";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"136";"126441";"LAN";"HUC";;NULL;;;"428000";"202805";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"126436";"LAN";"HUC";;NULL;;;"11796000";"3606245";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"126437";"LAN";"HUC";;NULL;;;"19380";"19380";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"126441";"LAN";"HUC";;NULL;;;"151000";"145820";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"126447";"BMS";"HUC";;NULL;;;"6500";"6500";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"127138";"LAN";"HUC";;NULL;;;"176000";"176000";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"139";"127146";"BMS";"HUC";;NULL;;;"810";"810";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"140";"126436";"LAN";"HUC";;NULL;;;"7974000";"3027735";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"140";"126437";"LAN";"HUC";;NULL;;;"33705";"33705";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"140";"126441";"LAN";"HUC";;NULL;;;"200000";"156460";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"140";"126447";"BMS";"HUC";;NULL;;;"2610";"2610";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"143";"126436";"LAN";"HUC";;NULL;;;"12409000";"3211085";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"143";"126441";"LAN";"HUC";;NULL;;;"76565";"76565";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"143";"126461";"LAN";"HUC";;NULL;;;"19835";"19835";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"143";"127254";"LAN";"HUC";;NULL;;;"53000";"44630";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"148";"126436";"LAN";"HUC";;NULL;;;"16000000";"3122235";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"148";"126441";"LAN";"HUC";;NULL;;;"340000";"116050";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"148";"126447";"BMS";"HUC";;NULL;;;"4520";"4520";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"149";"126436";"LAN";"HUC";;NULL;;;"20093000";"2085660";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"149";"126437";"LAN";"HUC";;NULL;;;"21000";"17770";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"149";"126441";"LAN";"HUC";;NULL;;;"340000";"81835";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"152";"126436";"LAN";"HUC";;NULL;;;"19700000";"3290780";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"155";"126436";"LAN";"HUC";;NULL;;;"19986000";"2151015";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"155";"126437";"LAN";"HUC";;NULL;;;"600000";"545980";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"155";"126441";"LAN";"HUC";;NULL;;;"100000";"77075";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"155";"127138";"LAN";"HUC";;NULL;;;"6970";"6970";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"156";"126436";"LAN";"HUC";;NULL;;;"19221000";"2368970";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"156";"127138";"LAN";"HUC";;NULL;;;"1870";"1870";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"158";"126436";"LAN";"HUC";;NULL;;;"10017000";"2234995";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"158";"126437";"LAN";"HUC";;NULL;;;"1271000";"331225";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"158";"126441";"LAN";"HUC";;NULL;;;"202000";"158375";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"158";"126461";"LAN";"HUC";;NULL;;;"28000";"15740";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"159";"126436";"LAN";"HUC";;NULL;;;"7037000";"1182520";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"159";"126437";"LAN";"HUC";;NULL;;;"414000";"266780";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"159";"126441";"LAN";"HUC";;NULL;;;"1200000";"576430";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"159";"126461";"LAN";"HUC";;NULL;;;"60000";"46935";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"161";"126436";"LAN";"HUC";;NULL;;;"2409000";"1127725";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"161";"126437";"LAN";"HUC";;NULL;;;"111000";"39470";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"161";"126441";"LAN";"HUC";;NULL;;;"2243000";"505570";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"161";"126461";"LAN";"HUC";;NULL;;;"102000";"80845";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"161";"127254";"LAN";"HUC";;NULL;;;"140000";"43385";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"105865";"BMS";"HUC";;NULL;;;"1250";"1250";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126436";"LAN";"HUC";;NULL;;;"2504000";"804720";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126437";"LAN";"HUC";;NULL;;;"27000";"7525";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126441";"LAN";"HUC";;NULL;;;"3578000";"828125";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126447";"BMS";"HUC";;NULL;;;"12170";"12170";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126461";"LAN";"HUC";;NULL;;;"87000";"72810";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"126758";"BMS";"HUC";;NULL;;;"5935";"5935";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"127146";"BMS";"HUC";;NULL;;;"2825";"2825";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"162";"127254";"LAN";"HUC";;NULL;;;"772000";"67495";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"105865";"BMS";"HUC";;NULL;;;"490";"490";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"126436";"LAN";"HUC";;NULL;;;"7460000";"1871850";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"126437";"LAN";"HUC";;NULL;;;"695000";"128645";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"126441";"LAN";"HUC";;NULL;;;"857000";"465110";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"126447";"BMS";"HUC";;NULL;;;"4575";"4575";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"126461";"LAN";"HUC";;NULL;;;"60000";"26685";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"164";"127254";"LAN";"HUC";;NULL;;;"8000";"2160";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"165";"126436";"LAN";"HUC";;NULL;;;"9802000";"1993380";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"165";"126437";"LAN";"HUC";;NULL;;;"174000";"38285";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"165";"126441";"LAN";"HUC";;NULL;;;"450000";"279760";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"165";"126461";"LAN";"HUC";;NULL;;;"18000";"9040";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"105865";"BMS";"HUC";;NULL;;;"885";"885";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"126436";"LAN";"HUC";;NULL;;;"6249000";"2081520";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"126437";"LAN";"HUC";;NULL;;;"546000";"166640";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"126441";"LAN";"HUC";;NULL;;;"756000";"511290";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"126447";"BMS";"HUC";;NULL;;;"14825";"14825";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"126758";"BMS";"HUC";;NULL;;;"1870";"1870";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"167";"127254";"LAN";"HUC";;NULL;;;"24000";"14545";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"105865";"BMS";"HUC";;NULL;;;"1735";"1735";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"126436";"LAN";"HUC";;NULL;;;"4270000";"1263465";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"126437";"LAN";"HUC";;NULL;;;"174000";"32420";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"126441";"LAN";"HUC";;NULL;;;"1285000";"213890";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"126447";"BMS";"HUC";;NULL;;;"1735";"1735";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"126461";"LAN";"HUC";;NULL;;;"29000";"20260";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"127138";"LAN";"HUC";;NULL;;;"20000";"15475";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"127140";"BMS";"HUC";;NULL;;;"890";"890";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"127143";"BMS";"HUC";;NULL;;;"43000";"10975";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"127146";"BMS";"HUC";;NULL;;;"3335";"3335";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"169";"127254";"LAN";"HUC";;NULL;;;"18000";"12855";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"105865";"BMS";"HUC";;NULL;;;"815";"815";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"126436";"LAN";"HUC";;NULL;;;"15956000";"3001575";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"126437";"LAN";"HUC";;NULL;;;"422000";"178145";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"126441";"LAN";"HUC";;NULL;;;"29945";"29945";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"127138";"LAN";"HUC";;NULL;;;"8515";"8515";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"171";"127146";"BMS";"HUC";;NULL;;;"1240";"1240";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"172";"126436";"LAN";"HUC";;NULL;;;"7990000";"3005500";"cm"
"SL";"S";"DEU";"DEU";"2016";"DEU-DCF";"DEU20160685862";"172";"126437";"LAN";"HUC";;NULL;;;"100000";"63170";"cm"
